activity_id,sid,course_id,course_name,test_type,score,timestamp,academic_year,semester,week
019e3117-c85e-7a75-82cf-4260b272848b,019e3117-c81e-716d-9a07-0b3abcfe6fdc,ENG102,Western Literature,Quiz,94.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c85f-7d03-a391-741a2fda2bbe,019e3117-c81e-716d-9a07-0b3abcfe6fdc,PSYC101,Intro to Psychology,Quiz,89.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c860-7ed6-9a5b-39e900bc02fa,019e3117-c81f-7f1e-bc71-793c45145e68,CS101,Programming Fundamentals,Quiz,83.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c861-7b92-b574-80a7e3ed5e35,019e3117-c81f-7f1e-bc71-793c45145e68,MATH201,Advanced Calculus,Quiz,87.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c862-7509-bdc5-49ca72abd0f1,019e3117-c81f-7f1e-bc71-793c45145e68,ENG102,Western Literature,Quiz,87.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c863-728e-af4f-70f5c2155b85,019e3117-c81f-7f1e-bc71-793c45145e68,PSYC101,Intro to Psychology,Quiz,80.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c864-70b4-9299-b8b323e9124a,019e3117-c820-7fdd-a43d-66cec16fe012,CS101,Programming Fundamentals,Quiz,82.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c865-7ecf-9387-877acaf22132,019e3117-c820-7fdd-a43d-66cec16fe012,MATH201,Advanced Calculus,Quiz,83.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c866-74b2-8290-cf24847605bc,019e3117-c820-7fdd-a43d-66cec16fe012,ENG102,Western Literature,Quiz,80.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c867-77a7-926b-ca7c6c142510,019e3117-c820-7fdd-a43d-66cec16fe012,PSYC101,Intro to Psychology,Quiz,95.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c868-777f-a664-913426ae8858,019e3117-c821-7b33-b4b8-7a5ccf8d093e,CS101,Programming Fundamentals,Quiz,84.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c869-71ee-b845-f5b97184adc3,019e3117-c821-7b33-b4b8-7a5ccf8d093e,MATH201,Advanced Calculus,Quiz,89.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86a-7f73-a69b-a8f7192f4b1c,019e3117-c821-7b33-b4b8-7a5ccf8d093e,ENG102,Western Literature,Quiz,89.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86b-7013-aebc-b4a60aa46bdd,019e3117-c821-7b33-b4b8-7a5ccf8d093e,PSYC101,Intro to Psychology,Quiz,89.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86c-7e56-9b16-01cf0bc8388b,019e3117-c822-7bb4-9ba0-e6567ea83f62,CS101,Programming Fundamentals,Quiz,82.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86d-7842-9dda-766146d10056,019e3117-c822-7bb4-9ba0-e6567ea83f62,MATH201,Advanced Calculus,Quiz,85.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86e-749c-ba10-b826a8317b7e,019e3117-c822-7bb4-9ba0-e6567ea83f62,ENG102,Western Literature,Quiz,81.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c86f-7841-b7f4-c8fa64684971,019e3117-c822-7bb4-9ba0-e6567ea83f62,PSYC101,Intro to Psychology,Quiz,91.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c870-77a2-8045-6233e6607246,019e3117-c823-7191-b8b7-cd7e165da241,CS101,Programming Fundamentals,Quiz,87.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c871-77de-b2a8-ee74599bf0a6,019e3117-c823-7191-b8b7-cd7e165da241,MATH201,Advanced Calculus,Quiz,80.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c872-7259-816c-85c699889aad,019e3117-c823-7191-b8b7-cd7e165da241,ENG102,Western Literature,Quiz,84.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c873-7654-8954-879d26942d1c,019e3117-c823-7191-b8b7-cd7e165da241,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-05T00:00:00+00:00,2026,1,1
019e3117-c874-78c8-8310-fac9f27e8ed9,019e3117-c810-7ff8-9cb7-24213d45cfa7,CS101,Programming Fundamentals,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c875-7cbf-9e85-004bb2c17c40,019e3117-c810-7ff8-9cb7-24213d45cfa7,MATH201,Advanced Calculus,Quiz,88.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c876-7d72-b7cc-d9071d023ba9,019e3117-c810-7ff8-9cb7-24213d45cfa7,ENG102,Western Literature,Quiz,89.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c877-74e0-97db-b2a79c32d8b0,019e3117-c810-7ff8-9cb7-24213d45cfa7,PSYC101,Intro to Psychology,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c878-7635-a534-998ef48a2a76,019e3117-c811-772f-b0cc-a059f54a9405,CS101,Programming Fundamentals,Quiz,81.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c879-72a8-840e-a5f3eee1d2e9,019e3117-c811-772f-b0cc-a059f54a9405,MATH201,Advanced Calculus,Quiz,84.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87a-7852-bef0-5a167f6349f7,019e3117-c811-772f-b0cc-a059f54a9405,ENG102,Western Literature,Quiz,92.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87b-7a23-9af0-744b44b8ac97,019e3117-c811-772f-b0cc-a059f54a9405,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87c-740d-a62f-0482cfa13fe6,019e3117-c812-7bbc-85df-495b0b14aad6,CS101,Programming Fundamentals,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87d-791b-9ccd-a32df9a205b2,019e3117-c812-7bbc-85df-495b0b14aad6,MATH201,Advanced Calculus,Quiz,88.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87e-798d-9f3e-4a671850da35,019e3117-c812-7bbc-85df-495b0b14aad6,ENG102,Western Literature,Quiz,81.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c87f-75e3-9c44-1d80d72ac621,019e3117-c812-7bbc-85df-495b0b14aad6,PSYC101,Intro to Psychology,Quiz,84.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c880-7450-af10-55b8448741f1,019e3117-c813-7d21-b934-ad2b5dd45bb2,CS101,Programming Fundamentals,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c881-7fec-9593-fc66859bf117,019e3117-c813-7d21-b934-ad2b5dd45bb2,MATH201,Advanced Calculus,Quiz,92.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c882-7eed-bbaa-851a9d1f96a4,019e3117-c813-7d21-b934-ad2b5dd45bb2,ENG102,Western Literature,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c883-7197-a034-7573f4866fd9,019e3117-c813-7d21-b934-ad2b5dd45bb2,PSYC101,Intro to Psychology,Quiz,86.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c884-7c26-8932-37d37473d0ae,019e3117-c814-727d-a005-249f73d2233d,CS101,Programming Fundamentals,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c885-7759-b9ec-d48900f29944,019e3117-c814-727d-a005-249f73d2233d,MATH201,Advanced Calculus,Quiz,88.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c886-7ffc-977f-4ea00dd6994f,019e3117-c814-727d-a005-249f73d2233d,ENG102,Western Literature,Quiz,90.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c887-7c82-9270-6c0bbaa62f1b,019e3117-c814-727d-a005-249f73d2233d,PSYC101,Intro to Psychology,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c888-7aea-b384-0c3d30712529,019e3117-c815-7a85-a8e1-e59e88f6c338,CS101,Programming Fundamentals,Quiz,95.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c889-7697-8bb7-881938003e21,019e3117-c815-7a85-a8e1-e59e88f6c338,MATH201,Advanced Calculus,Quiz,85.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88a-7e53-8557-56bc475eaebf,019e3117-c815-7a85-a8e1-e59e88f6c338,ENG102,Western Literature,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88b-7e72-b204-b5f42baedca5,019e3117-c815-7a85-a8e1-e59e88f6c338,PSYC101,Intro to Psychology,Quiz,91.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88c-7982-9bfd-7652fe3241d9,019e3117-c816-7dfa-9576-f6fbe6bee293,CS101,Programming Fundamentals,Quiz,88.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88d-73f2-abca-243f34872048,019e3117-c816-7dfa-9576-f6fbe6bee293,MATH201,Advanced Calculus,Quiz,87.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88e-752f-be30-99b8c3ae3c62,019e3117-c816-7dfa-9576-f6fbe6bee293,ENG102,Western Literature,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c88f-73d5-a3c7-751f51381fe0,019e3117-c816-7dfa-9576-f6fbe6bee293,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c890-7282-945a-bc236f13979a,019e3117-c817-71b3-8ac9-c2113c74166a,CS101,Programming Fundamentals,Quiz,91.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c891-7c12-bc37-d7002b0bc672,019e3117-c817-71b3-8ac9-c2113c74166a,MATH201,Advanced Calculus,Quiz,86.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c892-7819-acfd-b996c318b2ca,019e3117-c817-71b3-8ac9-c2113c74166a,ENG102,Western Literature,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c893-70c9-8882-1d6c6e58d9c7,019e3117-c817-71b3-8ac9-c2113c74166a,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c894-7ae1-a213-d3bc911a4139,019e3117-c818-7125-a6df-10455d013641,CS101,Programming Fundamentals,Quiz,81.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c895-710b-919b-0f4591e6caf8,019e3117-c818-7125-a6df-10455d013641,MATH201,Advanced Calculus,Quiz,90.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c896-71d3-956c-ac443c3ec32d,019e3117-c818-7125-a6df-10455d013641,ENG102,Western Literature,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c897-7373-b7ee-b4c42acd78a8,019e3117-c818-7125-a6df-10455d013641,PSYC101,Intro to Psychology,Quiz,85.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c898-7a7b-be68-7d5a4efecbc7,019e3117-c819-7f33-a059-8737932ea3cf,CS101,Programming Fundamentals,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c899-707a-b511-842be0fad2d5,019e3117-c819-7f33-a059-8737932ea3cf,MATH201,Advanced Calculus,Quiz,92.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89a-7660-b090-a32194bd22b4,019e3117-c819-7f33-a059-8737932ea3cf,ENG102,Western Literature,Quiz,86.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89b-788e-96da-d3df7f262ace,019e3117-c819-7f33-a059-8737932ea3cf,PSYC101,Intro to Psychology,Quiz,87.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89c-76c2-bcdb-4666b402ddba,019e3117-c81a-7855-8f62-eaefc66c091c,CS101,Programming Fundamentals,Quiz,89.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89d-7b33-b6f1-7b3ba6d3b43a,019e3117-c81a-7855-8f62-eaefc66c091c,MATH201,Advanced Calculus,Quiz,84.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89e-70f4-b0de-4b10f333f646,019e3117-c81a-7855-8f62-eaefc66c091c,ENG102,Western Literature,Quiz,86.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c89f-7e37-a8ef-8231fa73aeec,019e3117-c81a-7855-8f62-eaefc66c091c,PSYC101,Intro to Psychology,Quiz,85.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a0-72ac-a165-b911cd4df603,019e3117-c81b-7575-9c54-0b97b984a42a,CS101,Programming Fundamentals,Quiz,80.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a1-7c56-a1d6-0d9f6e8bfe14,019e3117-c81b-7575-9c54-0b97b984a42a,MATH201,Advanced Calculus,Quiz,89.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a2-7782-ab27-2b3d4ede5628,019e3117-c81b-7575-9c54-0b97b984a42a,ENG102,Western Literature,Quiz,95.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a3-7931-8ed6-726cf9559782,019e3117-c81b-7575-9c54-0b97b984a42a,PSYC101,Intro to Psychology,Quiz,95.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a4-7e20-af54-78c71a9ea557,019e3117-c81c-7451-bac3-87b48f4aac0a,CS101,Programming Fundamentals,Quiz,84.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a5-782a-a460-f891bbb6cc2e,019e3117-c81c-7451-bac3-87b48f4aac0a,MATH201,Advanced Calculus,Quiz,91.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a6-793b-a5df-eae696ecd65b,019e3117-c81c-7451-bac3-87b48f4aac0a,ENG102,Western Literature,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a7-7585-9e1b-7f3e7b237220,019e3117-c81c-7451-bac3-87b48f4aac0a,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a8-7a52-a953-ad43c15d0fdb,019e3117-c81d-7898-8809-79a2513cb17d,CS101,Programming Fundamentals,Quiz,82.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8a9-72fd-87f7-db3ea03073f9,019e3117-c81d-7898-8809-79a2513cb17d,MATH201,Advanced Calculus,Quiz,89.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8aa-78a3-a2ab-fb22827d3b41,019e3117-c81d-7898-8809-79a2513cb17d,ENG102,Western Literature,Quiz,84.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8ab-7e4a-8a23-ff35f017c31e,019e3117-c81d-7898-8809-79a2513cb17d,PSYC101,Intro to Psychology,Quiz,83.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8ac-7b43-a944-889f1c4ed5fd,019e3117-c81e-716d-9a07-0b3abcfe6fdc,CS101,Programming Fundamentals,Quiz,85.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8ad-728f-98ce-9540aed4b895,019e3117-c81e-716d-9a07-0b3abcfe6fdc,MATH201,Advanced Calculus,Quiz,81.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8ae-74c9-8162-5db06e031749,019e3117-c81e-716d-9a07-0b3abcfe6fdc,ENG102,Western Literature,Quiz,94.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8af-7ad5-91d9-de857b02aad5,019e3117-c81e-716d-9a07-0b3abcfe6fdc,PSYC101,Intro to Psychology,Quiz,94.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8b0-74c2-aea6-67d814a5ddb0,019e3117-c81f-7f1e-bc71-793c45145e68,CS101,Programming Fundamentals,Quiz,88.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8b1-7e32-9597-26320e0aaaec,019e3117-c81f-7f1e-bc71-793c45145e68,MATH201,Advanced Calculus,Quiz,92.0,2026-01-12T00:00:00+00:00,2026,1,2
019e3117-c8b2-7907-a4bc-df554a300d6d,019e3117-c81f-7f1e-bc71-793c45145e68,ENG102,Western Literature,Quiz,89.0,2026-01-12T00:00:00+00:00,2026,1,2
